,Carat,Cut,Polish,Symmetry,Colour_near colorless,Colour_yellow,Clarity_SI,Clarity_VS,Certification_GIA,Certification_others,Price
150,0.6241610738255033,0.5,0.9999999999999999,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,3119
151,0.6845637583892619,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3122
152,0.6778523489932886,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,3124
153,0.697986577181208,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,3124
154,0.610738255033557,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3125
155,0.785234899328859,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3125
156,0.610738255033557,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3126
157,0.610738255033557,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3126
158,0.610738255033557,0.25,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3127
159,0.610738255033557,0.25,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,3127
160,0.6241610738255033,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3130
161,0.6174496644295302,1.0,0.9999999999999999,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,3135
162,0.610738255033557,0.5,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,3135
163,0.610738255033557,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3135
164,0.610738255033557,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3136
165,0.6241610738255033,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3137
166,0.7651006711409396,1.0,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3137
167,0.6174496644295302,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,3138
168,0.6577181208053692,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,3138
169,0.6174496644295302,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3139
170,0.6174496644295302,0.5,0.6666666666666666,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,0.0,3139
171,0.6174496644295302,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3139
172,0.6174496644295302,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3139
173,0.6174496644295302,0.5,0.6666666666666666,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,0.0,3139
174,0.6174496644295302,0.5,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3139
175,0.6174496644295302,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3139
176,0.7114093959731543,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3140
177,0.6308724832214765,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3141
